,ego,pro
2633,25.0,63.0
2634,40.0,85.0
2635,25.0,70.0
2636,25.0,70.0
2637,77.0,67.0
2638,41.0,124.0
2639,26.0,88.0
2640,41.0,124.0
2641,26.0,61.0
2642,41.0,75.0
2643,77.0,65.0
2644,27.0,129.0
2645,41.0,64.0
2646,77.0,114.0
2647,27.0,61.0
2648,41.0,112.0
2649,77.0,110.0
2650,26.0,105.0
2651,41.0,110.0
2652,77.0,70.0
2653,26.0,97.0
2654,41.0,104.0
2655,77.0,95.0
2656,26.0,100.0
2657,41.0,97.0
2658,77.0,66.0
2659,26.0,99.0
2660,41.0,95.0
2661,77.0,93.0
2662,26.0,97.0
2663,25.0,95.0
2664,77.0,83.0
2665,26.0,91.0
2666,25.0,41.0
2667,77.0,34.0
2668,26.0,96.0
2669,25.0,34.0
2670,70.0,109.0
2671,77.0,103.0
2672,25.0,109.0
2673,24.0,87.0
2674,70.0,101.0
2675,77.0,101.0
2676,25.0,99.0
2677,24.0,47.0
2678,70.0,87.0
2679,24.0,48.0
2680,24.0,48.0
2681,24.0,109.0
2682,70.0,114.0
2683,24.0,48.0
2684,24.0,97.0
2685,24.0,46.0
2686,70.0,97.0
2687,24.0,45.0
2688,71.0,97.0
2689,25.0,116.0
2690,24.0,43.0
2691,71.0,92.0
2692,25.0,43.0
2693,24.0,120.0
2694,25.0,95.0
2695,71.0,45.0
2696,71.0,95.0
2697,25.0,45.0
2698,24.0,95.0
2699,71.0,141.0
2700,71.0,125.0
2701,25.0,50.0
2702,24.0,118.0
2703,71.0,99.0
2704,25.0,127.0
2705,24.0,89.0
2706,25.0,124.0
2707,24.0,56.0
2708,24.0,69.0
2709,25.0,99.0
2710,24.0,42.0
2711,25.0,100.0
2712,25.0,93.0
2713,25.0,42.0
2714,25.0,85.0
2715,25.0,42.0
2716,24.0,53.0
2717,25.0,94.0
2718,24.0,46.0
2719,25.0,91.0
2720,26.0,82.0
2721,27.0,82.0
2722,24.0,55.0
2723,26.0,89.0
2724,27.0,53.0
2725,24.0,52.0
2726,27.0,76.0
2727,24.0,116.0
2728,25.0,53.0
2729,24.0,71.0
2730,27.0,116.0
2731,24.0,71.0
2732,25.0,72.0
2733,27.0,115.0
2734,24.0,74.0
2735,25.0,64.0
2736,27.0,59.0
2737,25.0,118.0
2738,27.0,80.0
2739,27.0,60.0
2740,24.0,62.0
2741,26.0,62.0
2742,27.0,133.0
2743,24.0,133.0
2744,26.0,114.0
2745,24.0,111.0
2746,26.0,129.0
2747,27.0,76.0
2748,24.0,102.0
2749,26.0,117.0
2750,24.0,78.0
2751,27.0,93.0
2752,24.0,64.0
2753,25.0,96.0
2754,24.0,96.0
2755,24.0,120.0
2756,24.0,72.0
2757,25.0,117.0
2758,24.0,136.0
2759,24.0,107.0
2760,25.0,75.0
2761,24.0,119.0
2762,24.0,79.0
2763,126.0,110.0
2764,24.0,90.0
2765,25.0,143.0
2766,24.0,87.0
2767,24.0,116.0
2768,126.0,69.0
2769,25.0,76.0
2770,126.0,153.0
2771,25.0,96.0
2772,126.0,154.0
2773,24.0,88.0
2774,25.0,65.0
2775,24.0,136.0
2776,126.0,64.0
2777,24.0,143.0
2778,24.0,94.0
2779,24.0,170.0
2780,126.0,93.0
2781,24.0,143.0
2782,24.0,165.0
2783,24.0,136.0
2784,126.0,97.0
2785,24.0,91.0
2786,24.0,97.0
2787,25.0,83.0
2788,126.0,80.0
2789,24.0,65.0
2790,24.0,80.0
2791,25.0,64.0
2792,126.0,72.0
2793,24.0,64.0
2794,25.0,65.0
2795,126.0,57.0
2796,25.0,160.0
2797,126.0,51.0
2798,39.0,56.0
2799,25.0,103.0
2800,126.0,44.0
2801,24.0,103.0
2802,39.0,34.0
2803,25.0,100.0
2804,24.0,27.0
2805,24.0,100.0
2806,25.0,69.0
2807,39.0,57.0
2808,25.0,63.0
2809,24.0,34.0
2810,24.0,34.0
2811,39.0,112.0
2812,25.0,191.0
2813,24.0,35.0
2814,24.0,57.0
2815,39.0,189.0
2816,25.0,101.0
2817,24.0,188.0
2818,24.0,39.0
2819,39.0,188.0
2820,25.0,105.0
2821,25.0,60.0
2822,24.0,44.0
2823,24.0,56.0
2824,39.0,44.0
2825,24.0,56.0
2826,24.0,50.0
2827,24.0,114.0
2828,39.0,50.0
2829,24.0,114.0
2830,24.0,49.0
2831,24.0,69.0
2832,39.0,210.0
2833,24.0,72.0
2834,24.0,125.0
2835,24.0,72.0
2836,39.0,115.0
2837,24.0,151.0
2838,24.0,118.0
2839,24.0,77.0
2840,39.0,70.0
2841,24.0,77.0
2842,24.0,64.0
2843,39.0,84.0
2844,24.0,77.0
2845,24.0,62.0
2846,24.0,77.0
2847,24.0,85.0
2848,24.0,161.0
2849,24.0,70.0
2850,24.0,70.0
2851,24.0,86.0
2852,24.0,69.0
2853,24.0,66.0
2854,24.0,89.0
2855,24.0,63.0
2856,24.0,65.0
2857,24.0,78.0
2858,24.0,61.0
2859,24.0,64.0
2860,24.0,74.0
2861,25.0,65.0
2862,24.0,71.0
2863,24.0,64.0
2864,29.0,62.0
2865,24.0,69.0
2866,25.0,62.0
2867,29.0,64.0
2868,24.0,63.0
2869,25.0,39.0
2870,29.0,63.0
2871,24.0,38.0
2872,24.0,63.0
2873,25.0,61.0
2874,24.0,94.0
2875,24.0,48.0
2876,29.0,94.0
2877,24.0,48.0
2878,25.0,68.0
2879,24.0,86.0
2880,24.0,236.0
2881,29.0,86.0
2882,25.0,69.0
2883,29.0,83.0
2884,24.0,59.0
2885,25.0,69.0
2886,29.0,59.0
2887,24.0,63.0
2888,25.0,64.0
2889,24.0,57.0
2890,29.0,66.0
2891,24.0,57.0
2892,25.0,58.0
2893,24.0,100.0
2894,29.0,57.0
2895,24.0,52.0
2896,24.0,53.0
2897,25.0,107.0
2898,24.0,106.0
2899,29.0,100.0
2900,24.0,56.0
2901,25.0,52.0
2902,24.0,52.0
2903,29.0,40.0
2904,24.0,110.0
2905,24.0,105.0
2906,29.0,312.0
2907,24.0,102.0
2908,24.0,50.0
2909,24.0,102.0
2910,24.0,134.0
2911,24.0,105.0
2912,24.0,135.0
2913,24.0,106.0
2914,24.0,320.0
2915,24.0,104.0
2916,24.0,141.0
2917,24.0,71.0
2918,24.0,99.0
2919,24.0,114.0
2920,24.0,78.0
2921,24.0,114.0
2922,24.0,77.0
2923,24.0,114.0
2924,24.0,341.0
2925,24.0,319.0
2926,24.0,122.0
2927,24.0,288.0
2928,24.0,119.0
2929,24.0,96.0
2930,24.0,294.0
2931,24.0,122.0
2932,24.0,128.0
2933,24.0,96.0
2934,24.0,294.0
2935,24.0,264.0
2936,24.0,118.0
2937,24.0,293.0
2938,24.0,119.0
2939,24.0,255.0
2940,24.0,109.0
2941,24.0,109.0
2942,40.0,119.0
2943,24.0,103.0
2944,24.0,119.0
2945,40.0,119.0
2946,24.0,108.0
2947,40.0,253.0
2948,40.0,108.0
2949,24.0,108.0
2950,24.0,112.0
2951,40.0,95.0
2952,24.0,187.0
2953,24.0,111.0
2954,24.0,69.0
2955,24.0,107.0
2956,40.0,131.0
2957,40.0,65.0
2958,24.0,98.0
2959,24.0,108.0
2960,63.0,105.0
2961,40.0,102.0
2962,24.0,92.0
2963,24.0,102.0
2964,63.0,91.0
2965,24.0,81.0
2966,24.0,76.0
2967,63.0,98.0
2968,40.0,105.0
2969,24.0,62.0
2970,24.0,95.0
2971,63.0,64.0
2972,40.0,56.0
2973,40.0,92.0
2974,24.0,101.0
2975,24.0,84.0
2976,63.0,92.0
2977,40.0,100.0
2978,24.0,92.0
2979,24.0,96.0
2980,63.0,86.0
2981,24.0,91.0
2982,24.0,95.0
2983,63.0,73.0
2984,26.0,94.0
2985,25.0,77.0
2986,63.0,107.0
2987,26.0,106.0
2988,25.0,83.0
2989,63.0,74.0
2990,33.0,116.0
2991,26.0,116.0
2992,25.0,91.0
2993,63.0,91.0
2994,33.0,100.0
2995,26.0,91.0
2996,25.0,143.0
2997,63.0,118.0
2998,33.0,97.0
2999,26.0,119.0
3000,25.0,97.0
3001,63.0,119.0
3002,33.0,111.0
3003,26.0,83.0
3004,25.0,81.0
3005,25.0,116.0
3006,24.0,81.0
3007,33.0,111.0
3008,26.0,74.0
3009,25.0,59.0
3010,24.0,111.0
3011,33.0,111.0
3012,26.0,114.0
3013,24.0,126.0
3014,26.0,46.0
3015,25.0,97.0
3016,25.0,52.0
3017,26.0,96.0
3018,38.0,117.0
3019,25.0,113.0
3020,26.0,45.0
3021,38.0,104.0
3022,25.0,47.0
3023,26.0,110.0
3024,38.0,108.0
3025,34.0,54.0
3026,25.0,173.0
3027,24.0,113.0
3028,38.0,113.0
3029,34.0,175.0
3030,25.0,115.0
3031,24.0,179.0
3032,38.0,96.0
3033,33.0,135.0
3034,25.0,115.0
3035,24.0,93.0
3036,38.0,187.0
3037,33.0,90.0
3038,33.0,114.0
3039,25.0,184.0
3040,24.0,169.0
3041,29.0,93.0
3042,33.0,80.0
3043,25.0,68.0
3044,25.0,68.0
3045,24.0,179.0
3046,29.0,110.0
3047,25.0,186.0
3048,25.0,110.0
3049,24.0,132.0
3050,29.0,113.0
3051,33.0,130.0
3052,33.0,155.0
3053,24.0,113.0
3054,29.0,130.0
3055,33.0,109.0
3056,24.0,119.0
3057,24.0,107.0
3058,29.0,128.0
3059,24.0,121.0
3060,24.0,65.0
3061,29.0,58.0
3062,33.0,113.0
3063,24.0,107.0
3064,24.0,113.0
3065,33.0,112.0
3066,24.0,57.0
3067,24.0,98.0
3068,24.0,140.0
3069,33.0,63.0
3070,24.0,115.0
3071,24.0,143.0
3072,24.0,66.0
3073,24.0,113.0
3074,24.0,112.0
3075,24.0,65.0
3076,24.0,105.0
3077,24.0,146.0
3078,24.0,104.0
3079,24.0,146.0
3080,24.0,101.0
3081,24.0,77.0
3082,24.0,60.0
3083,24.0,60.0
3084,24.0,68.0
3085,24.0,160.0
3086,24.0,59.0
3087,24.0,68.0
3088,24.0,123.0
3089,24.0,66.0
3090,24.0,69.0
3091,24.0,64.0
3092,24.0,69.0
3093,24.0,170.0
3094,24.0,62.0
3095,24.0,122.0
3096,24.0,66.0
3097,24.0,65.0
3098,24.0,128.0
3099,24.0,138.0
3100,24.0,68.0
3101,24.0,138.0
3102,24.0,137.0
3103,24.0,79.0
3104,24.0,138.0
3105,24.0,103.0
3106,24.0,68.0
3107,24.0,103.0
3108,24.0,63.0
3109,24.0,85.0
3110,24.0,61.0
3111,24.0,97.0
3112,24.0,146.0
3113,24.0,82.0
3114,24.0,93.0
3115,24.0,61.0
3116,24.0,83.0
3117,24.0,143.0
3118,24.0,47.0
3119,24.0,81.0
3120,24.0,45.0
3121,24.0,85.0
3122,24.0,81.0
3123,24.0,46.0
3124,24.0,46.0
3125,24.0,74.0
3126,24.0,124.0
3127,24.0,87.0
3128,24.0,74.0
3129,24.0,85.0
3130,24.0,74.0
3131,24.0,56.0
3132,24.0,71.0
3133,24.0,74.0
3134,24.0,56.0
3135,24.0,54.0
3136,24.0,60.0
3137,24.0,73.0
3138,24.0,42.0
3139,24.0,58.0
3140,24.0,58.0
3141,24.0,44.0
3142,24.0,77.0
3143,24.0,49.0
3144,24.0,47.0
3145,24.0,48.0
3146,24.0,49.0
3147,24.0,54.0
3148,24.0,157.0
3149,24.0,46.0
3150,24.0,54.0
3151,24.0,141.0
3152,24.0,46.0
3153,24.0,142.0
3154,24.0,45.0
3155,24.0,45.0
3156,24.0,65.0
3157,24.0,44.0
3158,24.0,147.0
3159,24.0,55.0
3160,24.0,147.0
3161,24.0,39.0
3162,24.0,49.0
3163,24.0,49.0
3164,24.0,117.0
3165,24.0,44.0
3166,24.0,88.0
3167,24.0,46.0
3168,24.0,44.0
3169,24.0,46.0
3170,24.0,47.0
3171,24.0,44.0
3172,24.0,145.0
3173,24.0,142.0
3174,24.0,52.0
3175,24.0,139.0
3176,24.0,47.0
3177,24.0,51.0
3178,24.0,112.0
3179,24.0,49.0
3180,24.0,110.0
3181,24.0,110.0
3182,24.0,117.0
3183,24.0,84.0
3184,24.0,60.0
3185,24.0,52.0
3186,24.0,50.0
3187,24.0,50.0
3188,24.0,61.0
3189,24.0,63.0
3190,24.0,68.0
3191,24.0,68.0
3192,24.0,72.0
3193,24.0,140.0
3194,24.0,68.0
3195,24.0,61.0
3196,24.0,63.0
3197,24.0,61.0
3198,24.0,64.0
3199,24.0,150.0
3200,24.0,65.0
3201,24.0,149.0
3202,25.0,86.0
3203,24.0,53.0
3204,25.0,149.0
3205,31.0,53.0
3206,33.0,60.0
3207,24.0,86.0
3208,25.0,77.0
3209,31.0,160.0
3210,33.0,60.0
3211,33.0,158.0
3212,24.0,84.0
3213,26.0,60.0
3214,32.0,84.0
3215,33.0,159.0
3216,33.0,152.0
3217,26.0,66.0
3218,33.0,151.0
3219,26.0,66.0
3220,33.0,106.0
3221,33.0,113.0
3222,26.0,66.0
3223,33.0,100.0
3224,33.0,105.0
3225,26.0,109.0
3226,33.0,79.0
3227,26.0,52.0
3228,33.0,106.0
3229,33.0,104.0
3230,26.0,103.0
3231,33.0,127.0
3232,33.0,56.0
3233,34.0,85.0
3234,32.0,117.0
3235,35.0,60.0
3236,34.0,71.0
3237,32.0,78.0
3238,33.0,118.0
3239,35.0,78.0
3240,59.0,106.0
3241,34.0,54.0
3242,35.0,104.0
3243,59.0,71.0
3244,25.0,59.0
3245,31.0,56.0
3246,28.0,102.0
3247,59.0,52.0
3248,25.0,116.0
3249,32.0,39.0
3250,27.0,113.0
3251,59.0,62.0
3252,25.0,105.0
3253,31.0,62.0
3254,26.0,44.0
3255,59.0,61.0
3256,25.0,113.0
3257,31.0,120.0
3258,26.0,65.0
3259,25.0,124.0
3260,59.0,63.0
3261,25.0,102.0
3262,26.0,106.0
3263,59.0,63.0
3264,25.0,61.0
3265,31.0,108.0
3266,26.0,60.0
3267,59.0,61.0
3268,31.0,61.0
3269,26.0,54.0
3270,59.0,119.0
3271,25.0,51.0
3272,32.0,90.0
3273,27.0,53.0
3274,59.0,89.0
3275,24.0,71.0
3276,32.0,69.0
3277,25.0,39.0
3278,59.0,39.0
3279,24.0,39.0
3280,25.0,85.0
3281,59.0,40.0
3282,25.0,35.0
3283,25.0,97.0
3284,24.0,147.0
3285,25.0,39.0
3286,25.0,93.0
3287,24.0,41.0
3288,25.0,97.0
3289,25.0,155.0
3290,24.0,42.0
3291,25.0,155.0
3292,25.0,100.0
3293,24.0,103.0
3294,25.0,97.0
3295,25.0,156.0
3296,24.0,107.0
3297,25.0,156.0
3298,25.0,55.0
3299,25.0,107.0
3300,24.0,48.0
3301,25.0,48.0
3302,24.0,48.0
3303,25.0,109.0
3304,24.0,167.0
3305,25.0,114.0
3306,63.0,48.0
3307,24.0,123.0
3308,24.0,97.0
3309,25.0,113.0
3310,56.0,48.0
3311,24.0,131.0
3312,25.0,114.0
3313,56.0,53.0
3314,24.0,107.0
3315,25.0,107.0
3316,56.0,106.0
3317,24.0,134.0
3318,24.0,56.0
3319,56.0,126.0
3320,24.0,57.0
3321,24.0,105.0
3322,56.0,60.0
3323,56.0,120.0
3324,25.0,54.0
3325,56.0,110.0
3326,25.0,54.0
3327,42.0,108.0
3328,56.0,67.0
3329,25.0,47.0
3330,56.0,99.0
3331,42.0,91.0
3332,42.0,72.0
3333,55.0,65.0
3334,25.0,77.0
3335,42.0,63.0
3336,41.0,76.0
3337,25.0,65.0
3338,25.0,67.0
3339,41.0,65.0
3340,25.0,62.0
3341,56.0,144.0
3342,42.0,66.0
3343,42.0,145.0
3344,41.0,66.0
3345,25.0,66.0
3346,42.0,60.0
3347,41.0,80.0
3348,25.0,60.0
3349,25.0,86.0
3350,41.0,158.0
3351,25.0,82.0
3352,25.0,141.0
3353,42.0,133.0
3354,41.0,132.0
3355,25.0,80.0
3356,25.0,81.0
3357,25.0,70.0
3358,42.0,107.0
3359,42.0,105.0
3360,41.0,146.0
3361,25.0,101.0
3362,25.0,64.0
3363,42.0,63.0
3364,41.0,141.0
3365,24.0,99.0
3366,41.0,135.0
3367,24.0,108.0
3368,25.0,69.0
3369,42.0,69.0
3370,41.0,102.0
3371,24.0,117.0
3372,25.0,73.0
3373,24.0,118.0
3374,41.0,118.0
3375,24.0,118.0
3376,25.0,115.0
3377,24.0,115.0
3378,41.0,114.0
3379,24.0,125.0
3380,24.0,159.0
3381,25.0,114.0
3382,24.0,119.0
3383,24.0,164.0
3384,24.0,139.0
3385,24.0,114.0
3386,24.0,99.0
3387,24.0,114.0
3388,24.0,73.0
3389,24.0,101.0
3390,24.0,61.0
3391,24.0,98.0
3392,24.0,62.0
3393,24.0,109.0
3394,24.0,88.0
3395,24.0,98.0
3396,24.0,82.0
3397,24.0,98.0
3398,24.0,76.0
3399,24.0,62.0
3400,24.0,51.0
3401,24.0,103.0
3402,24.0,38.0
3403,24.0,103.0
3404,24.0,38.0
3405,24.0,39.0
3406,24.0,147.0
3407,24.0,94.0
3408,24.0,41.0
3409,24.0,77.0
3410,25.0,76.0
3411,24.0,108.0
3412,24.0,56.0
3413,24.0,104.0
3414,24.0,169.0
3415,25.0,83.0
3416,24.0,56.0
3417,24.0,173.0
3418,24.0,44.0
3419,24.0,44.0
3420,24.0,129.0
3421,24.0,47.0
3422,25.0,182.0
3423,24.0,102.0
3424,24.0,50.0
3425,24.0,181.0
3426,25.0,99.0
3427,25.0,53.0
3428,25.0,93.0
3429,25.0,93.0
3430,24.0,57.0
3431,25.0,93.0
3432,25.0,92.0
3433,25.0,197.0
3434,24.0,182.0
3435,25.0,171.0
3436,25.0,93.0
3437,25.0,76.0
3438,25.0,169.0
3439,24.0,166.0
3440,25.0,162.0
3441,25.0,163.0
3442,25.0,109.0
3443,24.0,84.0
3444,25.0,109.0
3445,25.0,72.0
3446,25.0,106.0
3447,24.0,102.0
3448,25.0,60.0
3449,25.0,59.0
3450,25.0,59.0
3451,24.0,113.0
3452,25.0,42.0
3453,24.0,113.0
3454,24.0,42.0
3455,25.0,130.0
3456,25.0,44.0
3457,25.0,106.0
3458,24.0,117.0
3459,24.0,105.0
3460,25.0,48.0
3461,25.0,48.0
3462,25.0,123.0
3463,24.0,206.0
3464,24.0,99.0
3465,25.0,211.0
3466,25.0,96.0
3467,24.0,212.0
3468,25.0,96.0
3469,25.0,95.0
3470,24.0,95.0
3471,24.0,85.0
3472,24.0,71.0
3473,24.0,226.0
3474,24.0,71.0
3475,24.0,94.0
3476,24.0,68.0
3477,24.0,38.0
3478,24.0,159.0
3479,24.0,35.0
3480,24.0,95.0
3481,24.0,32.0
3482,24.0,95.0
3483,24.0,28.0
3484,24.0,28.0
3485,24.0,28.0
3486,24.0,176.0
3487,24.0,28.0
3488,24.0,171.0
3489,24.0,28.0
3490,24.0,261.0
3491,24.0,168.0
3492,24.0,262.0
3493,24.0,169.0
3494,24.0,119.0
3495,24.0,37.0
3496,24.0,37.0
3497,24.0,235.0
3498,24.0,175.0
3499,24.0,234.0
3500,24.0,37.0
3501,24.0,153.0
3502,24.0,228.0
3503,24.0,125.0
3504,24.0,41.0
3505,24.0,40.0
3506,24.0,234.0
3507,25.0,45.0
3508,24.0,128.0
3509,24.0,128.0
3510,24.0,225.0
3511,24.0,120.0
3512,25.0,152.0
3513,24.0,228.0
3514,24.0,126.0
3515,25.0,154.0
3516,24.0,117.0
3517,24.0,112.0
3518,25.0,69.0
3519,24.0,111.0
3520,25.0,69.0
3521,25.0,96.0
3522,31.0,69.0
3523,34.0,170.0
3524,24.0,170.0
3525,25.0,75.0
3526,31.0,63.0
3527,34.0,75.0
3528,24.0,63.0
3529,31.0,74.0
3530,34.0,57.0
3531,24.0,106.0
3532,25.0,178.0
3533,25.0,57.0
3534,31.0,88.0
3535,34.0,177.0
3536,24.0,89.0
3537,25.0,169.0
3538,31.0,88.0
3539,34.0,64.0
3540,24.0,51.0
3541,31.0,81.0
3542,34.0,46.0
3543,24.0,181.0
3544,25.0,55.0
3545,31.0,134.0
3546,34.0,97.0
3547,25.0,95.0
3548,31.0,95.0
3549,34.0,98.0
3550,25.0,91.0
3551,31.0,55.0
3552,36.0,56.0
3553,33.0,95.0
3554,25.0,94.0
3555,34.0,151.0
3556,24.0,92.0
3557,38.0,95.0
3558,34.0,153.0
3559,24.0,64.0
3560,38.0,115.0
3561,36.0,97.0
3562,34.0,83.0
3563,24.0,63.0
3564,38.0,95.0
3565,36.0,100.0
3566,25.0,82.0
3567,24.0,78.0
3568,29.0,69.0
3569,29.0,78.0
3570,25.0,74.0
3571,25.0,77.0
3572,24.0,70.0
3573,29.0,65.0
3574,25.0,78.0
3575,24.0,52.0
3576,47.0,65.0
3577,24.0,79.0
3578,47.0,60.0
3579,47.0,115.0
3580,24.0,86.0
3581,26.0,82.0
3582,47.0,52.0
3583,24.0,85.0
3584,27.0,88.0
3585,24.0,58.0
3586,27.0,87.0
3587,48.0,42.0
3588,24.0,42.0
3589,27.0,42.0
3590,48.0,67.0
3591,24.0,99.0
3592,26.0,91.0
3593,24.0,48.0
3594,26.0,96.0
3595,24.0,72.0
3596,26.0,110.0
3597,24.0,95.0
3598,26.0,87.0
3599,24.0,88.0
3600,24.0,59.0
3601,26.0,84.0
3602,24.0,55.0
3603,26.0,78.0
3604,69.0,72.0
3605,69.0,129.0
3606,24.0,95.0
3607,69.0,46.0
3608,24.0,97.0
3609,55.0,129.0
3610,24.0,47.0
3611,55.0,67.0
3612,24.0,92.0
3613,55.0,118.0
3614,24.0,55.0
3615,46.0,94.0
3616,24.0,121.0
3617,46.0,54.0
3618,24.0,40.0
3619,46.0,124.0
3620,24.0,91.0
3621,45.0,91.0
3622,24.0,91.0
3623,119.0,50.0
3624,24.0,129.0
3625,45.0,49.0
3626,24.0,49.0
3627,119.0,131.0
3628,24.0,50.0
3629,45.0,131.0
3630,24.0,50.0
3631,72.0,109.0
3632,24.0,50.0
3633,24.0,107.0
3634,71.0,114.0
3635,24.0,92.0
3636,24.0,145.0
3637,119.0,141.0
3638,24.0,141.0
3639,70.0,83.0
3640,24.0,125.0
3641,119.0,142.0
3642,70.0,71.0
3643,70.0,65.0
3644,24.0,123.0
3645,24.0,79.0
3646,119.0,136.0
3647,70.0,125.0
3648,24.0,78.0
3649,119.0,135.0
3650,24.0,125.0
3651,114.0,80.0
3652,70.0,72.0
3653,24.0,125.0
3654,24.0,87.0
3655,24.0,141.0
3656,114.0,132.0
3657,70.0,81.0
3658,24.0,108.0
3659,24.0,86.0
3660,114.0,68.0
3661,70.0,108.0
3662,24.0,68.0
3663,114.0,128.0
3664,114.0,86.0
3665,70.0,79.0
3666,24.0,78.0
3667,24.0,71.0
3668,24.0,119.0
3669,114.0,77.0
3670,70.0,71.0
3671,24.0,72.0
3672,24.0,146.0
3673,70.0,113.0
3674,24.0,85.0
3675,24.0,137.0
3676,24.0,85.0
3677,24.0,88.0
3678,24.0,120.0
3679,24.0,78.0
3680,24.0,89.0
3681,24.0,61.0
3682,24.0,89.0
3683,24.0,124.0
3684,24.0,91.0
3685,24.0,60.0
3686,24.0,119.0
3687,24.0,62.0
3688,24.0,84.0
3689,24.0,56.0
3690,24.0,88.0
3691,24.0,87.0
3692,24.0,54.0
3693,24.0,108.0
3694,24.0,98.0
3695,24.0,75.0
3696,24.0,110.0
3697,24.0,74.0
3698,24.0,109.0
3699,24.0,74.0
3700,24.0,109.0
3701,24.0,123.0
3702,24.0,74.0
3703,24.0,64.0
3704,24.0,76.0
3705,24.0,63.0
3706,25.0,81.0
3707,25.0,63.0
3708,24.0,124.0
3709,25.0,73.0
3710,24.0,81.0
3711,25.0,115.0
3712,25.0,48.0
3713,24.0,110.0
3714,25.0,44.0
3715,25.0,125.0
3716,25.0,112.0
3717,25.0,75.0
3718,24.0,117.0
3719,25.0,79.0
3720,25.0,122.0
3721,25.0,77.0
3722,25.0,140.0
3723,25.0,76.0
3724,25.0,65.0
3725,25.0,102.0
3726,25.0,131.0
3727,25.0,66.0
3728,25.0,105.0
3729,25.0,58.0
3730,25.0,101.0
3731,25.0,88.0
3732,25.0,86.0
3733,25.0,132.0
3734,25.0,87.0
3735,25.0,76.0
3736,25.0,107.0
3737,25.0,47.0
3738,25.0,47.0
3739,25.0,127.0
3740,25.0,76.0
3741,25.0,115.0
3742,25.0,131.0
3743,25.0,89.0
3744,25.0,92.0
3745,25.0,94.0
3746,25.0,126.0
3747,25.0,92.0
3748,25.0,97.0
3749,24.0,93.0
3750,24.0,83.0
3751,25.0,98.0
3752,25.0,70.0
3753,24.0,129.0
3754,25.0,81.0
3755,24.0,62.0
3756,25.0,81.0
3757,24.0,103.0
3758,25.0,73.0
3759,24.0,103.0
3760,24.0,120.0
3761,24.0,110.0
3762,25.0,120.0
3763,24.0,119.0
3764,24.0,115.0
3765,24.0,119.0
3766,24.0,90.0
3767,24.0,119.0
3768,24.0,92.0
3769,24.0,105.0
3770,24.0,118.0
3771,24.0,95.0
3772,24.0,105.0
3773,24.0,100.0
3774,24.0,79.0
3775,24.0,120.0
3776,24.0,116.0
3777,24.0,113.0
3778,24.0,73.0
3779,24.0,103.0
3780,24.0,114.0
3781,24.0,114.0
3782,24.0,154.0
3783,24.0,138.0
3784,24.0,121.0
3785,24.0,90.0
3786,24.0,123.0
3787,24.0,124.0
3788,24.0,122.0
3789,24.0,94.0
3790,24.0,119.0
3791,24.0,70.0
3792,24.0,116.0
3793,24.0,115.0
3794,24.0,102.0
3795,24.0,157.0
3796,24.0,78.0
3797,24.0,116.0
3798,24.0,103.0
3799,24.0,103.0
3800,24.0,153.0
3801,24.0,98.0
3802,24.0,145.0
3803,24.0,124.0
3804,26.0,74.0
3805,26.0,124.0
3806,24.0,139.0
3807,28.0,54.0
3808,24.0,131.0
3809,26.0,59.0
3810,26.0,107.0
3811,28.0,133.0
3812,24.0,107.0
3813,28.0,131.0
3814,26.0,107.0
3815,26.0,141.0
3816,24.0,67.0
3817,28.0,126.0
3818,26.0,68.0
3819,26.0,111.0
3820,26.0,112.0
3821,26.0,102.0
3822,26.0,112.0
3823,24.0,114.0
3824,28.0,102.0
3825,26.0,77.0
3826,26.0,100.0
3827,24.0,72.0
3828,28.0,79.0
3829,26.0,110.0
3830,26.0,79.0
3831,24.0,81.0
3832,28.0,106.0
3833,26.0,54.0
3834,26.0,81.0
3835,24.0,99.0
3836,28.0,84.0
3837,26.0,81.0
3838,26.0,80.0
3839,24.0,76.0
3840,24.0,58.0
3841,28.0,77.0
3842,26.0,91.0
3843,26.0,57.0
3844,24.0,75.0
3845,28.0,54.0
3846,26.0,75.0
3847,28.0,77.0
3848,24.0,46.0
3849,24.0,75.0
3850,24.0,46.0
3851,28.0,74.0
3852,24.0,46.0
3853,24.0,92.0
3854,24.0,92.0
3855,24.0,83.0
3856,24.0,64.0
3857,24.0,80.0
3858,24.0,78.0
3859,24.0,60.0
3860,24.0,92.0
3861,24.0,58.0
3862,38.0,92.0
3863,24.0,64.0
3864,38.0,58.0
3865,24.0,78.0
3866,24.0,59.0
3867,25.0,77.0
3868,24.0,54.0
3869,25.0,77.0
3870,62.0,86.0
3871,24.0,57.0
3872,25.0,88.0
3873,54.0,59.0
3874,24.0,65.0
3875,25.0,61.0
3876,54.0,94.0
3877,62.0,94.0
3878,24.0,99.0
3879,25.0,61.0
3880,24.0,94.0
3881,62.0,90.0
3882,24.0,96.0
3883,25.0,64.0
3884,54.0,90.0
3885,24.0,86.0
3886,25.0,66.0
3887,54.0,89.0
3888,62.0,66.0
3889,25.0,79.0
3890,54.0,86.0
3891,62.0,50.0
3892,25.0,93.0
3893,25.0,107.0
3894,54.0,93.0
3895,62.0,66.0
3896,25.0,111.0
3897,25.0,59.0
3898,54.0,58.0
3899,54.0,111.0
3900,62.0,48.0
3901,25.0,60.0
3902,25.0,112.0
3903,54.0,43.0
3904,62.0,97.0
