,wait
1323,20.0
1324,26.0
1325,28.0
1326,19.0
1327,13.0
1328,22.0
1329,28.0
1330,19.0
1331,29.0
1332,19.0
1333,19.0
1334,28.0
1335,20.0
1336,18.0
1337,16.0
1338,20.0
1339,17.0
1340,18.0
1341,22.0
1342,22.0
1343,18.0
1344,27.0
1345,17.0
1346,22.0
1347,20.0
1348,26.0
1349,23.0
1350,19.0
1351,26.0
1352,15.0
1353,24.0
1354,26.0
1355,19.0
1356,19.0
1357,23.0
1358,19.0
1359,23.0
1360,23.0
1361,19.0
1362,19.0
1363,24.0
1364,22.0
1365,18.0
1366,23.0
1367,20.0
1368,17.0
1369,19.0
1370,17.0
1371,23.0
1372,18.0
1373,17.0
1374,18.0
1375,19.0
1376,21.0
1377,18.0
1378,16.0
1379,15.0
1380,19.0
1381,15.0
1382,15.0
1383,16.0
1384,18.0
1385,20.0
1386,17.0
1387,21.0
1388,16.0
1389,15.0
1390,21.0
1391,20.0
1392,17.0
1393,22.0
1394,18.0
1395,16.0
1396,18.0
1397,23.0
1398,16.0
1399,15.0
1400,19.0
1401,18.0
1402,16.0
1403,19.0
1404,17.0
1405,16.0
1406,19.0
1407,17.0
1408,17.0
1409,18.0
1410,18.0
1411,19.0
1412,18.0
1413,18.0
1414,18.0
1415,17.0
1416,19.0
1417,21.0
1418,17.0
1419,17.0
1420,19.0
1421,20.0
1422,19.0
1423,18.0
1424,19.0
1425,20.0
1426,22.0
1427,18.0
1428,20.0
1429,16.0
1430,22.0
1431,16.0
1432,20.0
1433,20.0
1434,16.0
1435,15.0
1436,20.0
1437,22.0
1438,24.0
1439,15.0
1440,21.0
1441,20.0
1442,21.0
1443,15.0
1444,22.0
1445,21.0
1446,24.0
1447,15.0
1448,22.0
1449,26.0
1450,20.0
1451,22.0
1452,21.0
1453,16.0
1454,21.0
1455,24.0
1456,21.0
1457,18.0
1458,24.0
1459,21.0
1460,21.0
1461,17.0
1462,22.0
1463,24.0
1464,22.0
1465,17.0
1466,22.0
1467,23.0
1468,21.0
1469,18.0
1470,21.0
1471,22.0
1472,21.0
1473,22.0
1474,19.0
1475,18.0
1476,22.0
1477,21.0
1478,19.0
1479,19.0
1480,22.0
1481,18.0
1482,20.0
1483,19.0
1484,20.0
1485,20.0
1486,20.0
1487,21.0
1488,18.0
1489,19.0
1490,18.0
1491,19.0
1492,21.0
1493,19.0
1494,17.0
1495,20.0
1496,17.0
1497,16.0
1498,18.0
1499,18.0
1500,17.0
1501,19.0
1502,18.0
1503,19.0
1504,25.0
1505,18.0
1506,23.0
1507,26.0
1508,21.0
1509,23.0
1510,21.0
1511,23.0
1512,20.0
1513,17.0
1514,21.0
1515,23.0
1516,26.0
1517,19.0
1518,20.0
1519,23.0
1520,19.0
1521,26.0
1522,23.0
1523,21.0
1524,19.0
1525,29.0
1526,23.0
1527,28.0
1528,20.0
1529,24.0
1530,24.0
1531,20.0
1532,28.0
1533,26.0
1534,24.0
1535,26.0
1536,28.0
1537,23.0
1538,21.0
1539,25.0
1540,23.0
1541,17.0
1542,29.0
1543,23.0
1544,18.0
1545,26.0
1546,32.0
1547,19.0
1548,28.0
1549,24.0
1550,31.0
1551,22.0
1552,18.0
1553,24.0
1554,28.0
1555,21.0
1556,24.0
1557,18.0
1558,19.0
1559,22.0
1560,22.0
1561,18.0
1562,19.0
1563,22.0
1564,24.0
1565,21.0
1566,18.0
1567,24.0
1568,19.0
1569,17.0
1570,19.0
1571,21.0
1572,22.0
1573,15.0
1574,18.0
1575,21.0
1576,24.0
1577,15.0
1578,19.0
1579,11.0
1580,18.0
1581,23.0
1582,24.0
1583,13.0
1584,16.0
1585,22.0
1586,19.0
1587,13.0
1588,24.0
1589,16.0
1590,21.0
1591,15.0
1592,20.0
1593,15.0
1594,12.0
1595,19.0
1596,12.0
1597,19.0
1598,15.0
1599,19.0
1600,19.0
1601,15.0
1602,12.0
1603,19.0
1604,19.0
1605,16.0
1606,15.0
1607,19.0
1608,16.0
1609,19.0
1610,17.0
1611,19.0
1612,20.0
1613,16.0
1614,16.0
1615,17.0
1616,17.0
1617,16.0
1618,20.0
1619,17.0
1620,16.0
1621,18.0
1622,17.0
1623,16.0
1624,18.0
1625,16.0
1626,16.0
1627,16.0
1628,17.0
1629,16.0
1630,17.0
1631,20.0
1632,15.0
1633,20.0
1634,20.0
1635,18.0
1636,19.0
1637,20.0
1638,15.0
1639,18.0
1640,19.0
1641,17.0
1642,15.0
1643,20.0
1644,17.0
1645,20.0
1646,19.0
1647,20.0
1648,19.0
1649,15.0
1650,21.0
1651,18.0
1652,15.0
1653,17.0
1654,16.0
1655,25.0
1656,25.0
1657,15.0
1658,17.0
1659,15.0
1660,17.0
1661,26.0
1662,17.0
1663,18.0
1664,15.0
1665,16.0
1666,15.0
1667,16.0
1668,19.0
1669,12.0
1670,15.0
1671,22.0
1672,25.0
1673,25.0
1674,13.0
1675,20.0
1676,14.0
1677,13.0
1678,29.0
1679,13.0
1680,22.0
1681,29.0
1682,15.0
1683,13.0
1684,14.0
1685,13.0
1686,13.0
1687,23.0
1688,26.0
1689,14.0
1690,14.0
1691,21.0
1692,20.0
1693,14.0
1694,19.0
1695,25.0
1696,14.0
1697,13.0
1698,30.0
1699,13.0
1700,19.0
1701,14.0
1702,17.0
1703,29.0
1704,13.0
1705,16.0
1706,17.0
1707,16.0
1708,13.0
1709,25.0
1710,16.0
1711,15.0
1712,23.0
1713,13.0
1714,14.0
1715,13.0
1716,23.0
1717,12.0
1718,21.0
1719,12.0
1720,12.0
1721,17.0
1722,14.0
1723,17.0
1724,13.0
1725,11.0
1726,17.0
1727,17.0
1728,11.0
1729,19.0
1730,14.0
1731,19.0
1732,17.0
1733,11.0
1734,17.0
1735,18.0
1736,18.0
1737,14.0
1738,12.0
1739,18.0
1740,14.0
1741,14.0
1742,12.0
1743,13.0
1744,12.0
1745,22.0
1746,13.0
1747,15.0
1748,13.0
1749,20.0
1750,14.0
1751,14.0
1752,14.0
1753,15.0
1754,14.0
1755,14.0
1756,14.0
1757,20.0
1758,14.0
1759,15.0
1760,17.0
1761,22.0
1762,22.0
1763,17.0
1764,16.0
1765,15.0
1766,16.0
1767,20.0
1768,15.0
1769,20.0
1770,18.0
1771,17.0
1772,20.0
1773,17.0
1774,20.0
1775,18.0
1776,17.0
1777,21.0
1778,18.0
1779,18.0
1780,25.0
1781,20.0
1782,17.0
1783,24.0
1784,24.0
1785,18.0
1786,18.0
1787,21.0
1788,19.0
1789,25.0
1790,16.0
1791,20.0
1792,14.0
1793,21.0
1794,18.0
1795,14.0
1796,23.0
1797,20.0
1798,12.0
1799,19.0
1800,20.0
1801,13.0
1802,18.0
1803,23.0
1804,13.0
1805,18.0
1806,18.0
1807,14.0
1808,13.0
1809,29.0
1810,20.0
1811,14.0
1812,13.0
1813,28.0
1814,21.0
1815,14.0
1816,14.0
1817,21.0
1818,27.0
1819,18.0
1820,14.0
1821,14.0
1822,27.0
1823,18.0
1824,20.0
1825,13.0
1826,14.0
1827,25.0
1828,13.0
1829,13.0
1830,18.0
1831,14.0
1832,13.0
1833,22.0
1834,20.0
1835,17.0
1836,14.0
1837,13.0
1838,20.0
1839,17.0
1840,17.0
1841,13.0
1842,15.0
1843,14.0
1844,20.0
1845,17.0
1846,16.0
1847,13.0
1848,20.0
1849,16.0
1850,16.0
1851,17.0
1852,16.0
1853,15.0
1854,24.0
1855,25.0
1856,18.0
1857,16.0
1858,17.0
1859,15.0
1860,19.0
1861,24.0
1862,16.0
1863,15.0
1864,15.0
1865,15.0
1866,18.0
1867,26.0
1868,15.0
1869,16.0
1870,26.0
1871,17.0
1872,18.0
1873,26.0
1874,18.0
1875,21.0
1876,17.0
1877,14.0
1878,26.0
1879,19.0
1880,27.0
1881,21.0
1882,16.0
1883,20.0
1884,27.0
1885,26.0
1886,24.0
1887,17.0
1888,20.0
1889,21.0
1890,18.0
1891,25.0
1892,17.0
1893,18.0
1894,25.0
1895,16.0
1896,18.0
1897,17.0
1898,30.0
1899,16.0
1900,17.0
1901,29.0
1902,16.0
1903,27.0
1904,16.0
1905,21.0
1906,16.0
1907,16.0
1908,14.0
1909,21.0
1910,16.0
1911,30.0
1912,14.0
1913,31.0
1914,17.0
1915,31.0
1916,16.0
1917,20.0
1918,14.0
1919,17.0
1920,16.0
1921,13.0
1922,21.0
1923,13.0
1924,14.0
1925,30.0
1926,16.0
1927,14.0
1928,14.0
1929,28.0
1930,16.0
1931,23.0
1932,25.0
1933,25.0
1934,28.0
1935,14.0
1936,26.0
1937,25.0
1938,24.0
1939,13.0
1940,14.0
1941,16.0
1942,14.0
1943,25.0
1944,20.0
1945,25.0
1946,14.0
1947,22.0
1948,16.0
1949,24.0
1950,17.0
