,wait
1843,12.0
1844,11.0
1845,11.0
1846,11.0
1847,12.0
1848,11.0
1849,11.0
1850,13.0
1851,12.0
1852,11.0
1853,12.0
1854,11.0
1855,12.0
1856,11.0
1857,11.0
1858,12.0
1859,12.0
1860,11.0
1861,11.0
1862,12.0
1863,12.0
1864,11.0
1865,12.0
1866,11.0
1867,12.0
1868,11.0
1869,11.0
1870,11.0
1871,11.0
1872,12.0
1873,11.0
1874,11.0
1875,11.0
1876,11.0
1877,11.0
1878,12.0
1879,11.0
1880,11.0
1881,11.0
1882,12.0
1883,11.0
1884,11.0
1885,12.0
1886,11.0
1887,11.0
1888,11.0
1889,11.0
1890,11.0
1891,11.0
1892,11.0
1893,12.0
1894,11.0
1895,11.0
1896,12.0
1897,11.0
1898,12.0
1899,12.0
1900,11.0
1901,11.0
1902,12.0
1903,12.0
1904,11.0
1905,12.0
1906,12.0
1907,12.0
1908,12.0
1909,12.0
1910,11.0
1911,12.0
1912,12.0
1913,11.0
1914,13.0
1915,12.0
1916,12.0
1917,12.0
1918,12.0
1919,13.0
1920,12.0
1921,12.0
1922,13.0
1923,12.0
1924,12.0
1925,13.0
1926,12.0
1927,12.0
1928,13.0
1929,12.0
1930,12.0
1931,12.0
1932,12.0
1933,13.0
1934,12.0
1935,12.0
1936,13.0
1937,12.0
1938,12.0
1939,13.0
1940,12.0
1941,13.0
1942,11.0
1943,12.0
1944,13.0
1945,11.0
1946,13.0
1947,11.0
1948,13.0
1949,13.0
1950,13.0
1951,11.0
1952,13.0
1953,13.0
1954,12.0
1955,11.0
1956,13.0
1957,12.0
1958,12.0
1959,11.0
1960,11.0
1961,13.0
1962,12.0
1963,12.0
1964,13.0
1965,12.0
1966,11.0
1967,13.0
1968,11.0
1969,12.0
1970,12.0
1971,12.0
1972,12.0
1973,12.0
1974,12.0
1975,12.0
1976,12.0
1977,12.0
1978,12.0
1979,12.0
1980,12.0
1981,11.0
1982,12.0
1983,12.0
1984,12.0
1985,11.0
1986,12.0
1987,12.0
1988,12.0
1989,11.0
1990,12.0
1991,12.0
1992,12.0
1993,12.0
1994,11.0
1995,12.0
1996,12.0
1997,12.0
1998,12.0
1999,12.0
2000,12.0
2001,12.0
2002,12.0
2003,12.0
2004,12.0
2005,12.0
2006,12.0
2007,12.0
2008,12.0
2009,12.0
2010,12.0
2011,12.0
2012,12.0
2013,11.0
2014,11.0
2015,12.0
2016,11.0
2017,12.0
2018,11.0
2019,11.0
2020,12.0
2021,12.0
2022,13.0
2023,12.0
2024,11.0
2025,13.0
2026,12.0
2027,12.0
2028,12.0
2029,12.0
2030,13.0
2031,12.0
2032,12.0
2033,13.0
2034,12.0
2035,12.0
2036,13.0
2037,12.0
2038,11.0
2039,12.0
2040,12.0
2041,12.0
2042,12.0
2043,14.0
2044,12.0
2045,11.0
2046,12.0
2047,14.0
2048,12.0
2049,14.0
2050,12.0
2051,14.0
2052,12.0
2053,14.0
2054,12.0
2055,11.0
