,wait
1883,22.0
1884,17.0
1885,15.0
1886,21.0
1887,20.0
1888,13.0
1889,15.0
1890,16.0
1891,15.0
1892,14.0
1893,13.0
1894,15.0
1895,17.0
1896,16.0
1897,16.0
1898,20.0
1899,17.0
1900,16.0
1901,16.0
1902,19.0
1903,20.0
1904,16.0
1905,16.0
1906,15.0
1907,14.0
1908,20.0
1909,15.0
1910,14.0
1911,16.0
1912,15.0
1913,13.0
1914,15.0
1915,20.0
1916,13.0
1917,15.0
1918,15.0
1919,15.0
1920,19.0
1921,13.0
1922,15.0
1923,18.0
1924,13.0
1925,21.0
1926,13.0
1927,13.0
1928,23.0
1929,21.0
1930,14.0
1931,14.0
1932,22.0
1933,12.0
1934,22.0
1935,13.0
1936,24.0
1937,12.0
1938,12.0
1939,22.0
1940,27.0
1941,12.0
1942,20.0
1943,28.0
1944,13.0
1945,20.0
1946,12.0
1947,26.0
1948,16.0
1949,26.0
1950,13.0
1951,15.0
1952,16.0
1953,26.0
1954,18.0
1955,21.0
1956,13.0
1957,18.0
1958,26.0
1959,19.0
1960,20.0
1961,20.0
1962,26.0
1963,15.0
1964,19.0
1965,15.0
1966,25.0
1967,22.0
1968,24.0
1969,18.0
1970,21.0
1971,23.0
1972,14.0
1973,19.0
1974,18.0
1975,18.0
1976,25.0
1977,19.0
1978,15.0
1979,20.0
1980,20.0
1981,20.0
1982,19.0
1983,14.0
1984,24.0
1985,20.0
1986,14.0
1987,27.0
1988,13.0
1989,26.0
1990,20.0
1991,13.0
1992,18.0
1993,13.0
1994,19.0
1995,23.0
1996,26.0
1997,19.0
1998,13.0
1999,21.0
2000,26.0
2001,18.0
2002,20.0
2003,14.0
2004,18.0
2005,15.0
2006,20.0
2007,25.0
2008,14.0
2009,18.0
2010,17.0
2011,26.0
2012,17.0
2013,19.0
2014,25.0
2015,14.0
2016,16.0
2017,25.0
2018,15.0
2019,17.0
2020,25.0
2021,17.0
2022,15.0
2023,21.0
2024,20.0
2025,24.0
2026,16.0
2027,20.0
2028,22.0
2029,15.0
2030,24.0
2031,16.0
2032,20.0
2033,22.0
2034,22.0
2035,16.0
2036,15.0
2037,22.0
2038,22.0
2039,17.0
2040,22.0
2041,15.0
2042,27.0
2043,19.0
2044,16.0
2045,24.0
2046,16.0
2047,18.0
2048,15.0
2049,15.0
2050,16.0
2051,15.0
2052,19.0
2053,29.0
2054,17.0
2055,31.0
2056,14.0
2057,16.0
2058,20.0
2059,30.0
2060,21.0
2061,15.0
2062,13.0
2063,16.0
2064,20.0
2065,29.0
2066,16.0
2067,15.0
2068,19.0
2069,17.0
2070,27.0
2071,15.0
2072,17.0
2073,24.0
2074,15.0
2075,19.0
2076,23.0
2077,16.0
2078,14.0
2079,23.0
2080,19.0
2081,19.0
2082,16.0
2083,22.0
2084,20.0
2085,21.0
2086,23.0
2087,21.0
2088,22.0
2089,25.0
2090,21.0
2091,17.0
2092,22.0
2093,17.0
2094,23.0
2095,21.0
2096,18.0
2097,22.0
2098,16.0
2099,22.0
2100,21.0
2101,15.0
2102,19.0
2103,21.0
2104,22.0
2105,18.0
2106,15.0
2107,22.0
2108,17.0
2109,20.0
2110,19.0
2111,20.0
2112,15.0
2113,19.0
2114,20.0
2115,15.0
2116,19.0
2117,16.0
2118,16.0
2119,19.0
2120,21.0
2121,16.0
2122,21.0
2123,17.0
2124,14.0
2125,23.0
2126,14.0
2127,22.0
2128,14.0
2129,14.0
2130,24.0
2131,14.0
2132,24.0
2133,14.0
2134,25.0
2135,24.0
2136,14.0
2137,21.0
2138,18.0
